epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,56.2986,1.25993,2.68276,1.28338,0.00515,0.73913,0.09856,0.06926,0.83848,2.99179,1.0243,4e-05,4e-05,4e-05
2,101.702,1.16692,2.72059,1.17332,0.00636,0.91304,0.54784,0.41222,0.7639,2.98219,1.00208,9.901e-05,9.901e-05,9.901e-05
